loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
8700, 36 months,10.99,284.79,B,B4,Deputy Registrar,5 years,MORTGAGE,40000,Not Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,25.17,Apr-93,9,0,15336,54,21,w,INDIVIDUAL,1,0,"74865 Smith Forges Apt. 088
Port Carolyn, CT 30723"
9600, 36 months,12.99,323.42,B,B5,Manager,3 years,RENT,40000,Not Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,17.13,May-02,5,0,6641,49.6,15,w,INDIVIDUAL,0,0,"3090 Martinez Cliffs
Lake Bradleyborough, MS 30723"
10000, 36 months,9.67,321.13,B,B1,Tire tech,4 years,RENT,45000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,4.96,Jul-10,5,0,5073,39.6,9,w,INDIVIDUAL,0,0,"4765 Robert Plains Apt. 098
South David, LA 48052"
15575, 36 months,19.99,578.75,D,D5,Fill Operator,7 years,OWN,42000,Verified,May-16,Fully Paid,debt_consolidation,Debt consolidation,30.86,Oct-05,14,1,3618,14.8,28,f,INDIVIDUAL,0,1,"85503 Thomas Port
Amberborough, KY 00813"
5000, 36 months,14.85,172.96,C,C5,Office manager,4 years,RENT,100000,Verified,Dec-15,Fully Paid,debt_consolidation,Debt consolidation,16.86,Oct-01,10,0,6931,47.1,33,w,INDIVIDUAL,0,0,"8991 Little Dam
Smithview, NJ 48052"
20825, 60 months,17.57,523.96,D,D4,Manager ,10+ years,RENT,62500,Not Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,30.49,Sep-95,7,0,25616,76.2,21,w,INDIVIDUAL,2,0,"4647 Samantha Village Apt. 959
East Angela, IN 70466"
9600, 36 months,15.61,335.67,D,D1,supervisor,10+ years,MORTGAGE,72800,Not Verified,Sep-14,Fully Paid,debt_consolidation,Debt consolidation,17.31,Nov-02,7,0,2917,69.5,17,f,INDIVIDUAL,2,0,"0260 Tyler Mount Apt. 327
Lindachester, MD 70466"
3000, 36 months,15.1,104.15,C,C2,Customer Service Representative,< 1 year,RENT,32000,Not Verified,Dec-13,Fully Paid,credit_card,Refinancing Direct Merchants Bank,5.74,Sep-99,5,0,4210,78,6,f,INDIVIDUAL,0,0,"358 Frye Run
Jerrytown, HI 05113"
12000, 36 months,11.49,395.66,B,B4,The Walt Disney Company,4 years,MORTGAGE,87600,Not Verified,Aug-11,Fully Paid,debt_consolidation,Debt Consolidation,17.73,Sep-72,9,0,38342,93.5,24,f,INDIVIDUAL,,0,"6325 Woods Road Suite 720
Michaelville, IL 70466"
8825, 36 months,15.7,308.96,D,D4,Milwaukee Fire Department,10+ years,MORTGAGE,80000,Not Verified,May-10,Fully Paid,home_improvement,New Kitchen,10.56,Aug-98,9,0,5856,27.2,42,f,INDIVIDUAL,,0,"3955 Marcus Drives
South Jacobland, CO 22690"
2000, 36 months,19.97,74.3,D,D5,clerk,4 years,RENT,30000,Not Verified,Dec-13,Fully Paid,debt_consolidation,consolidate,9,May-97,8,0,7719,86.7,19,f,INDIVIDUAL,0,0,"PSC 5925, Box 0508
APO AE 29597"
20000, 60 months,13.33,458.45,C,C3,engineer,10+ years,RENT,65000,Source Verified,Oct-15,Charged Off,debt_consolidation,Debt consolidation,3.29,Feb-05,4,0,3205,34.1,6,w,INDIVIDUAL,0,0,"5948 Elizabeth Ports
North Vanessaville, AZ 30723"
29500, 60 months,14.33,691.48,C,C1,Excella Health Care an Encompass Company,2 years,MORTGAGE,72000,Verified,May-13,Fully Paid,debt_consolidation,Consolidation Loan,17.85,Nov-02,14,0,29126,31,21,f,INDIVIDUAL,3,0,"7747 Mike Mountains
Beckystad, OH 30723"
15000, 36 months,15.61,524.48,C,C3,HR Manager,1 year,RENT,108000,Source Verified,Nov-13,Fully Paid,medical,Loan,14.25,Aug-95,14,1,8708,84.5,28,f,INDIVIDUAL,0,1,"48992 Orozco Square Apt. 919
Yangfort, LA 29597"
10750, 36 months,16,377.95,E,E2,Suram Trading Corp,7 years,RENT,36000,Verified,Dec-08,Fully Paid,credit_card,Consolidating To a Fixed Lower Rate,21.93,Jul-05,12,0,15977,83.6,17,f,INDIVIDUAL,,0,"5910 Theresa Shores Apt. 731
East Hayley, SD 29597"
10000, 36 months,11.14,328.06,B,B2,Labette health ,7 years,MORTGAGE,44000,Not Verified,May-13,Fully Paid,debt_consolidation,Consolidation,25.17,Sep-00,8,0,12641,92.3,37,f,INDIVIDUAL,2,0,"25489 Caitlin Coves
Gouldhaven, VA 48052"
22075, 60 months,16.99,548.51,D,D3,Fund Accountant,2 years,OWN,48000,Not Verified,Jul-15,Fully Paid,home_improvement,Home improvement,4.43,Aug-05,1,0,5777,60.8,5,f,INDIVIDUAL,0,0,"2069 Rachel Shores
Thomastown, AZ 05113"
16000, 60 months,14.47,376.21,C,C2,,,MORTGAGE,62000,Source Verified,Feb-14,Charged Off,debt_consolidation,Debt consolidation,11.6,Mar-99,8,0,3344,30.4,47,f,INDIVIDUAL,4,0,"PSC 5114, Box 0795
APO AA 22690"
4200, 36 months,11.67,138.84,B,B4,Route Driver ,1 year,RENT,65000,Not Verified,Sep-14,Fully Paid,other,Other,15.29,Jul-01,7,1,4916,35.6,30,f,INDIVIDUAL,0,1,"877 James Land Suite 314
Port Kaitlin, MD 05113"
10000, 60 months,14.65,236.07,C,C5,Credit Supervisor,< 1 year,RENT,65490,Source Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,14.28,Jun-01,17,0,8109,53.7,30,w,INDIVIDUAL,0,0,"4221 Chang Inlet Apt. 910
Edwardsville, AR 05113"
6000, 36 months,18.24,217.64,D,D5,coordinator,5 years,RENT,45000,Source Verified,Jul-14,Fully Paid,other,Other,13.87,Jun-07,5,0,6365,47.1,7,w,INDIVIDUAL,0,0,"8885 Berry Valleys Apt. 988
Cynthiaberg, NM 22690"
9000, 36 months,11.12,295.17,B,B3,Loudoun County,< 1 year,OWN,63000,Not Verified,Jun-10,Fully Paid,debt_consolidation,"First consolidate, then eliminate",17.64,Dec-92,7,0,25596,46.5,14,f,INDIVIDUAL,,0,"6496 Colon Isle
Port Frederickburgh, SC 70466"
13000, 36 months,13.11,438.72,B,B4,Pitney Bowes,6 years,RENT,80000,Not Verified,May-13,Fully Paid,credit_card,Credit Card Refinance,25.98,Mar-03,8,0,19393,92.3,14,w,INDIVIDUAL,0,0,"776 Warren Plaza Apt. 821
Hallstad, SD 00813"
10000, 36 months,12.49,334.49,B,B5,Stylist,1 year,RENT,34000,Source Verified,Jun-14,Charged Off,debt_consolidation,Debt consolidation,17.83,Nov-09,9,0,7397,60.6,9,w,INDIVIDUAL,0,0,"0153 Mueller Unions
Barnettshire, WA 70466"
15000, 36 months,18.49,545.99,D,D2,Hewlett Packard,1 year,MORTGAGE,80000,Source Verified,May-13,Charged Off,home_improvement,Home improvement,3.32,Feb-02,8,0,7641,85.9,10,f,INDIVIDUAL,1,0,"48458 Smith Keys
Brownport, NC 70466"
10000, 36 months,14.65,344.95,C,C5,ADMIN,1 year,RENT,45000,Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,8.35,Sep-02,15,0,15947,34.7,20,w,INDIVIDUAL,0,0,"73705 Diana Mews
South Brittany, OH 70466"
7750, 36 months,11.14,254.24,B,B2,Levalley Chevrolet Buick GMC,< 1 year,MORTGAGE,37500,Verified,Sep-12,Fully Paid,debt_consolidation,Debt consolidation ,28.22,Sep-01,19,0,19838,44.3,32,f,INDIVIDUAL,3,0,"13865 Butler Prairie
Chavezmouth, VA 70466"
20950, 60 months,16.29,512.7,C,C4,UNC-CH,< 1 year,MORTGAGE,62612,Verified,Apr-13,Charged Off,debt_consolidation,Help Consolidating,26.68,Jan-97,18,0,37646,79.1,36,f,INDIVIDUAL,3,0,"PSC 3533, Box 2202
APO AP 48052"
35000, 60 months,23.63,999.38,F,F3,,,OWN,85000,Verified,Jun-13,Fully Paid,debt_consolidation,debt consolidation,19.04,Dec-02,7,0,14759,60.5,33,f,INDIVIDUAL,1,0,"Unit 9819 Box 0864
DPO AP 30723"
4200, 36 months,18.99,153.94,D,D3,CSR,3 years,RENT,50000,Source Verified,Jul-16,Charged Off,other,Other,18.77,Apr-05,8,0,6871,49.8,28,w,INDIVIDUAL,1,0,"23207 Alexa Bypass
Miguelstad, OK 48052"
32000, 60 months,17.86,810.16,D,D5,Correction Officer,6 years,MORTGAGE,75000,Source Verified,Dec-15,Fully Paid,debt_consolidation,Debt consolidation,22.82,Mar-05,27,0,32143,54.2,48,w,INDIVIDUAL,2,0,"0590 Caitlin Well
Piercefurt, ME 70466"
15000, 36 months,6,461.57,B,B2,rubber mill operater and 11b drill SGT,10+ years,MORTGAGE,62000,Not Verified,Dec-13,Fully Paid,credit_card,bills,20.36,Apr-05,12,1,14179,58.1,20,w,INDIVIDUAL,2,1,"6837 Glenn Mews
Christyhaven, DE 05113"
23175, 60 months,14.65,547.09,C,C5,Engineer,5 years,RENT,70000,Verified,May-15,Fully Paid,credit_card,Credit card refinancing,24.72,Aug-04,9,0,15649,66,20,w,INDIVIDUAL,0,0,"PSC 8238, Box 6991
APO AA 05113"
35000, 60 months,22.99,986.47,F,F1,Audit Manager,2 years,MORTGAGE,125000,Source Verified,May-15,Charged Off,debt_consolidation,Debt consolidation,20.38,Aug-98,15,0,33478,58.3,81,w,INDIVIDUAL,0,0,"910 Mclean Junction Apt. 813
Lake Morgan, MA 86630"
25000, 36 months,7.62,779.04,A,A3,Verizon,10+ years,MORTGAGE,290000,Source Verified,Aug-12,Fully Paid,house,Kitchen and Bath,7.75,Jan-83,6,0,310,2.2,6,f,INDIVIDUAL,2,0,"43350 Regina Ford
Lynnstad, SD 29597"
35000, 36 months,10.99,1145.69,B,B3,President,5 years,RENT,120000,Not Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,9.85,Jul-06,14,0,23190,39.4,22,f,INDIVIDUAL,0,0,"PSC 4245, Box 2772
APO AP 70466"
17000, 36 months,7.9,531.94,A,A4,Criminal Investigator,9 years,MORTGAGE,133000,Not Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,13.2,Aug-03,7,0,13945,75.4,33,w,INDIVIDUAL,5,0,"8011 Todd Shoal
Hayesmouth, VT 05113"
8325, 36 months,13.35,281.91,C,C2,President,3 years,MORTGAGE,150000,Not Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,7.11,Apr-89,6,1,2425,26,34,f,INDIVIDUAL,3,1,"420 Moore Throughway Apt. 967
North Michaelside, WA 29597"
10000, 36 months,9.8,321.74,B,B3,Car hauler,10+ years,MORTGAGE,88000,Source Verified,Jan-16,Fully Paid,credit_card,Credit card refinancing,14.28,Apr-05,11,0,6333,38.2,23,w,INDIVIDUAL,0,0,"2872 Bailey Ferry
Philipport, GA 00813"
6000, 36 months,12.99,202.14,B,B4,Receptionist,1 year,MORTGAGE,32000,Verified,Nov-13,Fully Paid,debt_consolidation,freedom,17.93,Oct-90,6,0,3362,50.9,23,f,INDIVIDUAL,2,0,"83051 Acevedo Fork Suite 062
Harrismouth, HI 00813"
30000, 60 months,19.99,794.65,E,E4,RN,< 1 year,MORTGAGE,76800,Source Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,17.67,Sep-02,7,0,18304,82.8,15,w,INDIVIDUAL,1,0,"92554 Collins Fort Suite 909
West Kimberlyborough, OK 70466"
21500, 36 months,6.03,654.37,A,A1,Lead IT Systems Engineer,2 years,MORTGAGE,91000,Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,22.44,Apr-02,8,0,10362,18.4,25,f,INDIVIDUAL,2,0,"PSC 1171, Box 8981
APO AA 70466"
20000, 36 months,7.62,623.23,A,A3,Dean of Education,10+ years,MORTGAGE,119869,Verified,Dec-13,Fully Paid,credit_card,Credit card refinancing,9.2,Feb-80,8,0,21302,47.2,31,w,INDIVIDUAL,6,0,"285 Avila Via
Michaelland, KS 29597"
16800, 36 months,7.89,525.6,A,A5,owner,10+ years,OWN,114000,Source Verified,Jul-15,Fully Paid,credit_card,Credit card refinancing,9.67,Oct-99,5,0,13392,95.7,25,w,INDIVIDUAL,4,0,"Unit 5704 Box 6824
DPO AA 48052"
9350, 36 months,12.69,313.65,C,C2,Soil Scientist,10+ years,MORTGAGE,89500,Source Verified,May-15,Fully Paid,home_improvement,Home improvement,14.59,Dec-94,8,0,3374,86.5,22,f,INDIVIDUAL,2,0,"1233 Anthony Row
West Jakeport, SC 70466"
20475, 60 months,23.99,588.91,F,F3,Educator,10+ years,RENT,52308,Source Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,28.68,May-98,5,0,14947,67.9,25,f,INDIVIDUAL,4,0,"225 Jonathan Pines
West Jessicaborough, CA 00813"
7000, 36 months,7.89,219,A,A5,Head Medical Assistant,6 years,RENT,55000,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,17.56,Dec-03,12,2,8476,53.3,31,w,INDIVIDUAL,0,0,"32498 Alan Camp
Harristown, TX 70466"
5000, 36 months,11.49,164.86,B,B5,mail carrier,10+ years,OWN,72000,Verified,Jun-16,Fully Paid,home_improvement,Home improvement,7.32,May-99,9,0,54919,22.2,27,w,INDIVIDUAL,3,0,"4864 Michelle Branch
Nicolemouth, MA 29597"
5500, 36 months,7.99,172.33,A,A4,Assistant Manager ,10+ years,MORTGAGE,65000,Not Verified,Aug-16,Fully Paid,debt_consolidation,Debt consolidation,30.91,Aug-04,10,1,7444,53.6,25,f,INDIVIDUAL,3,1,"Unit 4424 Box 8262
DPO AP 29597"
35000, 36 months,10.74,1141.56,B,B2,City and County of San Francisco,10+ years,MORTGAGE,195000,Verified,Apr-12,Fully Paid,debt_consolidation,debtdiet,3.32,May-96,6,0,21287,60.1,27,f,INDIVIDUAL,8,0,"31608 Brittany Vista
New Amyfurt, MI 22690"
9600, 36 months,11.49,316.53,B,B5,Assistant Secretary,3 years,RENT,52000,Verified,Nov-15,Fully Paid,debt_consolidation,Debt consolidation,21.44,Aug-08,5,0,2306,17.7,8,f,INDIVIDUAL,0,0,"77244 Jones Avenue Apt. 213
Ericburgh, FL 22690"
18000, 60 months,16.29,440.51,D,D1,Auto Repair Technician ,2 years,MORTGAGE,72000,Verified,Mar-16,Fully Paid,credit_card,Credit card refinancing,34.57,Apr-03,14,0,24406,58.5,41,w,INDIVIDUAL,1,0,"48119 Tiffany Village Suite 415
Miguelburgh, NC 29597"
6400, 36 months,14.3,219.68,C,C1,Director,10+ years,RENT,40000,Not Verified,Nov-13,Fully Paid,debt_consolidation,Debt consolidation,18.96,Aug-84,7,0,8809,53.4,23,f,INDIVIDUAL,0,0,"369 Barker Coves
Hansenstad, NE 05113"
8000, 36 months,12.99,269.52,C,C2,Office,10+ years,OWN,90000,Not Verified,Dec-14,Charged Off,debt_consolidation,Debt consolidation,31.72,Apr-02,29,2,37238,40.8,63,f,INDIVIDUAL,0,0,"85481 Katrina Coves Apt. 447
South Rebecca, DC 30723"
9600, 36 months,10.99,314.25,B,B2,AE,1 year,MORTGAGE,150000,Source Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,15.11,Sep-95,17,0,61174,65.6,32,f,INDIVIDUAL,4,0,"USNS Yates
FPO AP 05113"
35000, 60 months,19.19,911.59,E,E3,Process Engineer II,7 years,MORTGAGE,92000,Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,34.9,Feb-03,15,0,36971,70.1,26,w,INDIVIDUAL,1,0,"8142 Davis Hills
South Katherine, GA 29597"
11325, 36 months,21,426.68,E,E2,Orleans Parish Juvenile Court,3 years,RENT,33700,Verified,Mar-13,Charged Off,moving,Moving and relocation,33.93,Jan-05,16,0,8032,80.3,21,f,INDIVIDUAL,0,0,"PSC 5981, Box 5851
APO AA 22690"
12000, 36 months,14.16,411.07,C,C2,RN,10+ years,MORTGAGE,65000,Source Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,9.58,Jun-82,17,0,12776,53.7,35,f,INDIVIDUAL,2,0,"795 Sharp Walk Suite 782
Catherineborough, UT 22690"
2200, 36 months,12.12,73.2,B,B3,Market Street,3 years,RENT,55000,Verified,Nov-12,Fully Paid,small_business,Business,12.04,Dec-06,9,0,10674,56.5,11,f,INDIVIDUAL,0,0,"80777 Shelton Overpass
North Henry, IL 30723"
10000, 60 months,19.52,262.28,E,E2,,,MORTGAGE,36000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,12.27,Jan-94,8,0,2629,24.3,18,w,INDIVIDUAL,2,0,"PSC 0764, Box 2875
APO AA 48052"
12000, 60 months,8.39,245.57,B,B1,Accountant,< 1 year,RENT,45000,Source Verified,Apr-16,Fully Paid,debt_consolidation,Debt consolidation,10.03,Dec-97,5,0,3386,23.2,15,f,INDIVIDUAL,5,0,"2629 Woodard Fork Suite 348
Veronicastad, OR 00813"
5000, 36 months,11.99,166.05,B,B3,The Nutro Company (div. of Mars Petcare),5 years,MORTGAGE,36000,Not Verified,Sep-13,Charged Off,debt_consolidation,Pay Off Credit Cards,17.9,Mar-95,5,1,7098,87.6,12,f,INDIVIDUAL,3,1,"934 Christine Summit Suite 528
Gonzalesmouth, MD 70466"
3000, 36 months,5.42,90.48,A,A1,Georgetown University,< 1 year,RENT,25000,Verified,Jun-11,Fully Paid,major_purchase,Triumph Loan,16.94,Apr-82,9,0,452,5.4,20,f,INDIVIDUAL,,0,"3434 Torres Hill
South Andrewfurt, SD 00813"
15000, 36 months,10,484.01,B,B2,"Cork, Hill and Company, L.L.C.",9 years,MORTGAGE,54996,Not Verified,Mar-11,Fully Paid,car,Auto Loan,5.39,Aug-94,5,0,9198,49.5,11,f,INDIVIDUAL,,0,"7792 Roberts Ferry
Smithton, AZ 05113"
15000, 36 months,20.31,559.83,D,D5,Barclys capital ,2 years,RENT,86000,Not Verified,Sep-13,Fully Paid,debt_consolidation,Debt consolidation ,28.05,Nov-88,20,0,36070,79.8,39,f,INDIVIDUAL,0,0,"43704 Michael Landing
Lisaborough, NY 22690"
30000, 36 months,9.67,963.38,B,B1,Senior Financial Analyst,3 years,OWN,110700,Source Verified,Jan-14,Charged Off,credit_card,Credit Loan,10.69,Oct-01,9,0,25156,78.8,24,f,INDIVIDUAL,0,0,"624 Debra Course Apt. 219
Port Davidmouth, IA 86630"
15500, 36 months,13.35,524.88,C,C2,manager,10+ years,MORTGAGE,59000,Not Verified,May-14,Fully Paid,credit_card,Credit card refinancing,14.1,May-04,11,0,15242,70.9,14,w,INDIVIDUAL,2,0,"305 Timothy Summit Suite 876
North Johnberg, FL 29597"
35000, 60 months,10.99,760.82,B,B3,US Army,10+ years,MORTGAGE,158000,Verified,May-11,Fully Paid,moving,Moving Loan,1.1,Dec-92,6,0,5017,6.7,20,f,INDIVIDUAL,,0,"451 King Coves Apt. 988
North Ashley, OR 29597"
10000, 36 months,7.9,312.91,A,A4,patient coordinator 1,7 years,OWN,45000,Not Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,13.41,Sep-99,4,1,4832,28.4,14,f,INDIVIDUAL,0,1,"PSC 6640, Box 4394
APO AP 29597"
10000, 36 months,19.99,371.59,E,E1,Office Technician,7 years,RENT,42000,Source Verified,Apr-16,Charged Off,debt_consolidation,Debt consolidation,21.24,Oct-06,14,1,4983,36.9,25,f,INDIVIDUAL,0,1,"2002 Riley Lakes Apt. 846
Andersontown, AK 11650"
24000, 60 months,13.44,551.5,C,C3,Co-manager,10+ years,MORTGAGE,90000,Not Verified,Dec-15,Fully Paid,credit_card,Credit card refinancing,6.76,May-04,11,0,896,1.8,22,w,INDIVIDUAL,2,0,"28028 Karen Mall
West Erica, SD 48052"
20000, 36 months,13.35,677.26,C,C2,Nurse,9 years,MORTGAGE,46000,Source Verified,Sep-14,Fully Paid,home_improvement,Home improvement,33.01,May-03,15,1,11194,56.8,22,f,INDIVIDUAL,1,1,"44672 Cindy Vista
Lake Jared, WA 70466"
5000, 36 months,13.67,170.09,B,B5,Estimator/Supervisor,8 years,MORTGAGE,62000,Source Verified,Dec-13,Fully Paid,credit_card,Loan ,16.84,Feb-00,5,0,7845,98.1,18,f,INDIVIDUAL,2,0,"1709 Jessica Glens
New Katherineport, MA 30723"
30000, 36 months,7.26,929.89,A,A4,Supervisor,10+ years,OWN,120000,Source Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,15.09,Jul-99,15,0,42947,71.9,31,w,INDIVIDUAL,2,0,"89516 Barnett Mission Apt. 988
North Christina, DE 05113"
6000, 36 months,14.33,206.03,C,C1,Compxp Inc,10+ years,MORTGAGE,59000,Not Verified,Dec-12,Fully Paid,home_improvement,Personal Loan,18.02,May-01,10,0,6003,54.6,12,f,INDIVIDUAL,1,0,"29715 Decker Pike Apt. 180
Allisonfurt, SC 48052"
6000, 36 months,12.69,201.27,C,C2,Journeymen electrician,10+ years,MORTGAGE,80000,Source Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,17.76,Jul-06,13,1,9422,54.8,24,w,INDIVIDUAL,1,1,"857 Laurie Throughway
West Jessica, MS 48052"
22400, 36 months,11.53,738.99,B,B5,Deputy Attorney General,8 years,OWN,110700,Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,39.22,Jun-01,14,0,35142,89.6,35,f,INDIVIDUAL,3,0,"90888 Diaz Circles Suite 214
South Emilystad, WV 00813"
6000, 36 months,13.33,203.12,C,C3,Assistant office manager ,1 year,OWN,43000,Source Verified,Apr-15,Charged Off,other,Other,18.89,Nov-00,14,0,11406,49.2,16,w,INDIVIDUAL,0,0,"0905 Joseph Squares Apt. 106
West Sarahfurt, NE 11650"
25500, 60 months,20.99,689.72,E,E5,Registered Nurse,8 years,RENT,58000,Source Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,31,Aug-04,12,0,16647,66.3,24,w,INDIVIDUAL,0,0,"212 Joseph Shores Apt. 971
Jamesmouth, VA 00813"
18000, 36 months,10.99,589.22,B,B2,Golf Services Supervisor,4 years,RENT,42000,Not Verified,Nov-13,Fully Paid,credit_card,Credit card Loan,14.77,Aug-04,10,0,19770,79.1,13,w,INDIVIDUAL,0,0,"1096 Carroll Fort
Alyssastad, NH 00813"
15000, 36 months,14.16,513.84,C,C2,RN,2 years,OWN,62000,Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,22.98,Nov-95,20,0,12957,93.2,39,f,INDIVIDUAL,4,0,"89849 Sanders Station Suite 544
Schmidtland, VA 48052"
7000, 36 months,19.72,259.15,D,D5,Creel Printing,6 years,RENT,76960,Not Verified,Jan-13,Fully Paid,other,Personal_1,14.08,Sep-95,9,0,10565,62.5,12,f,INDIVIDUAL,0,0,"00175 Wilkinson Greens
Laurenton, CA 48052"
7200, 36 months,11.14,236.2,B,B2,wendy's,5 years,RENT,50000,Not Verified,Dec-12,Fully Paid,debt_consolidation,loan0001,24.55,Apr-03,12,0,21273,64.5,27,f,INDIVIDUAL,3,0,"49592 Williams Forges Suite 919
Lake Rose, RI 22690"
35000, 60 months,13.99,814.21,C,C4,Development Maintenance Manager,< 1 year,OWN,130000,Verified,Jun-15,Fully Paid,credit_card,Credit card refinancing,22.46,Aug-93,12,0,48112,94.9,39,w,INDIVIDUAL,5,0,"730 Danielle Expressway Apt. 872
West Kim, TN 70466"
20000, 36 months,19.99,743.17,E,E3,Operation manager,8 years,OWN,80000,Source Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,24.01,Apr-03,10,0,10284,63.1,17,f,INDIVIDUAL,0,0,"USNV Lowery
FPO AE 70466"
13000, 36 months,14.46,447.22,D,D2,E-Z Rent-A-Car,4 years,RENT,38000,Source Verified,Jan-11,Fully Paid,credit_card,Credit Nuking,22.58,Sep-05,3,0,12653,94.4,5,f,INDIVIDUAL,,0,"162 Andrews Squares
Benjaminborough, WV 48052"
35000, 36 months,11.99,1162.34,B,B3,Land Title Guarantee Company,10+ years,MORTGAGE,120000,Verified,Sep-13,Fully Paid,credit_card,Credit Card Refinance,15.81,Jul-92,16,0,39163,24.1,38,f,INDIVIDUAL,2,0,"485 Michael Plains
North Paul, KY 00813"
12000, 60 months,23.1,338.98,E,E4,Social Insurance Specialist,10+ years,OWN,80000,Verified,Nov-13,Charged Off,major_purchase,Major purchase,4.78,Feb-88,5,0,12319,79.5,19,f,INDIVIDUAL,2,0,"0837 Brandon Summit
Johnnybury, AR 48052"
2150, 36 months,11.14,70.54,B,B2,ASCD,< 1 year,MORTGAGE,50000,Source Verified,Apr-13,Fully Paid,credit_card,School,6.74,Nov-96,2,0,0,,21,w,INDIVIDUAL,3,0,"77373 Mendoza Causeway Suite 785
Gibsonhaven, IA 00813"
10000, 36 months,7.91,312.95,A,A5,Student Pastor,6 years,OWN,60216,Verified,Jan-16,Fully Paid,credit_card,Credit card refinancing,19.15,Aug-01,17,0,9315,47.5,35,w,INDIVIDUAL,2,0,"952 Sydney Locks Apt. 895
North Ricky, KY 29597"
20000, 36 months,7.69,623.88,A,A4,Business Development,7 years,MORTGAGE,94500,Source Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,19.59,Feb-01,6,0,34366,65.3,27,w,INDIVIDUAL,2,0,"914 Alexandria Hills
West Robertmouth, OR 22690"
2600, 36 months,10.99,85.11,B,B2,Morning Stocker,2 years,MORTGAGE,11244,Verified,Dec-13,Fully Paid,credit_card,Credit card refinancing,14.94,Jul-02,7,1,3135,53.1,19,f,INDIVIDUAL,3,1,"8655 Martin Trace
Hernandezbury, NC 22690"
2225, 36 months,16.29,78.55,D,D1,Armitage Wine Lounge,1 year,RENT,18000,Not Verified,Feb-12,Charged Off,debt_consolidation,my loan,21.27,May-04,5,0,679,52.2,6,f,INDIVIDUAL,,0,"01436 Bradshaw Lodge
New Crystalville, MI 11650"
12825, 36 months,15.61,448.43,D,D1,phlebotomist,10+ years,RENT,42000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,4.37,Sep-93,5,0,2047,45.5,15,f,INDIVIDUAL,0,0,"801 Lisa Flats Apt. 733
West Roberttown, DC 29597"
4950, 36 months,12.99,166.77,B,B4,,,OWN,23000,Verified,Oct-13,Fully Paid,debt_consolidation,Debt consolidation,27.23,Jan-98,12,0,10160,59.1,38,f,INDIVIDUAL,0,0,"66203 Melissa Inlet Apt. 788
Luismouth, MT 48052"
28000, 36 months,6.03,852.2,A,A1,Program Manager,10+ years,MORTGAGE,172000,Source Verified,Oct-14,Fully Paid,credit_card,Credit card refinancing,26.63,Nov-90,27,0,255428,50.4,62,w,INDIVIDUAL,3,0,"26696 Johnston Falls Apt. 464
Port Dianaville, WA 30723"
27325, 60 months,23.43,777.08,F,F1,Fire Captain,10+ years,MORTGAGE,72000,Verified,Jul-14,Fully Paid,home_improvement,Home improvement,24.87,Sep-00,6,0,23366,67,22,w,INDIVIDUAL,4,0,"964 Amanda Mission
New Joe, NC 48052"
25000, 36 months,14.83,864.56,D,D3,ABC News,2 years,MORTGAGE,130000,Verified,Jan-11,Fully Paid,debt_consolidation,Condo Refinance,8.94,Nov-96,11,0,11202,34.4,32,f,INDIVIDUAL,,0,"USNS Taylor
FPO AE 00813"
20000, 36 months,13.67,680.36,B,B5,,,MORTGAGE,110000,Verified,Nov-13,Fully Paid,home_improvement,HouseFaceLift,19.98,Dec-95,13,0,24482,80.3,22,f,INDIVIDUAL,1,0,"347 Morse Vista Apt. 933
Romerochester, KY 29597"
